Time_s,Coherence,SNR,Frequency_Hz
781.0,0.8105,1.6211,229.5
782.0,0.7704,1.5409,232.5
783.0,0.6762,1.3524,230.5
784.0,0.6868,1.3737,228.5
785.0,0.8803,1.7607,230.0
786.0,0.8546,1.7091,230.0
787.0,0.6618,1.3237,230.5
788.0,0.8384,1.6768,230.5
789.0,0.4663,0.9326,232.5
790.0,0.8488,1.6976,232.0
791.0,0.6996,1.3992,231.5
792.0,0.7606,1.5212,232.5
793.0,0.7541,1.5081,228.5
794.0,0.7069,1.4138,227.5
795.0,0.7558,1.5116,227.5
796.0,0.8669,1.7338,227.5
797.0,0.9822,1.9644,227.5
798.0,0.8835,1.767,227.5
799.0,0.4934,0.9868,228.5
800.0,0.6718,1.3436,229.5
801.0,0.9655,1.931,231.0
802.0,0.4665,0.933,231.0
803.0,0.5278,1.0557,230.5
804.0,0.6343,1.2686,232.5
805.0,0.8908,1.7816,232.5
806.0,0.857,1.7141,232.5
807.0,0.4377,0.8755,228.0
808.0,0.5993,1.1985,232.5
809.0,0.9087,1.8175,232.5
810.0,0.7878,1.5755,232.5
811.0,0.8975,1.795,231.0
812.0,0.7878,1.5756,230.5
813.0,0.6833,1.3666,231.0
814.0,0.4531,0.9063,231.5
815.0,0.7462,1.4925,232.5
816.0,0.6181,1.2363,229.5
817.0,0.7979,1.5958,230.5
818.0,0.8765,1.7531,228.0
819.0,0.7581,1.5162,231.5
820.0,0.6795,1.359,229.0
821.0,0.8666,1.7331,229.5
822.0,0.6265,1.2529,227.5
823.0,0.6671,1.3342,231.5
824.0,0.5611,1.1222,227.5
825.0,0.6341,1.2682,227.5
826.0,0.5908,1.1815,232.5
827.0,0.771,1.542,231.0
828.0,0.7948,1.5895,228.0
829.0,0.8904,1.7809,228.0
830.0,0.8304,1.6609,228.0
831.0,0.8056,1.6112,227.5
832.0,0.9683,1.9366,232.0
833.0,0.914,1.828,232.0
834.0,0.7908,1.5817,229.0
835.0,0.4378,0.8756,231.0
836.0,0.8508,1.7016,232.0
837.0,0.7552,1.5103,231.0
838.0,0.7741,1.5482,231.0
839.0,0.8034,1.6068,232.0
840.0,0.7312,1.4623,232.0
841.0,0.617,1.2341,229.0
842.0,0.7635,1.527,230.0
843.0,0.4601,0.9202,227.5
844.0,0.5224,1.0448,229.0
845.0,0.9559,1.9118,229.0
846.0,0.9578,1.9156,229.0
847.0,0.9408,1.8815,229.0
848.0,0.7238,1.4475,229.0
849.0,0.7823,1.5646,232.5
850.0,0.6367,1.2733,228.0
851.0,0.6115,1.2229,231.0
852.0,0.7172,1.4344,228.5
853.0,0.6273,1.2546,231.0
854.0,0.7419,1.4837,229.5
855.0,0.6589,1.3178,229.5
856.0,0.5018,1.0035,230.0
857.0,0.7634,1.5269,232.0
858.0,0.9023,1.8046,230.0
859.0,0.9219,1.8437,230.0
860.0,0.6725,1.3449,230.5
861.0,0.7656,1.5312,231.5
862.0,0.5459,1.0918,229.5
863.0,0.7122,1.4244,228.0
864.0,0.7106,1.4213,228.0
865.0,0.8892,1.7785,228.5
866.0,0.6725,1.3451,230.0
867.0,0.5747,1.1493,229.0
868.0,0.8563,1.7125,231.5
869.0,0.757,1.514,231.0
870.0,0.776,1.552,229.5
871.0,0.753,1.5061,231.5
872.0,0.7083,1.4166,229.5
873.0,0.4274,0.8547,229.5
874.0,0.6924,1.3847,227.5
875.0,0.931,1.8619,232.0
876.0,0.7689,1.5379,227.5
877.0,0.8294,1.6587,229.0
878.0,0.8736,1.7471,232.0
879.0,0.7904,1.5808,231.0
880.0,0.7517,1.5035,228.5
881.0,0.9185,1.837,228.0
882.0,0.8788,1.7576,231.5
883.0,0.9425,1.8849,229.0
884.0,0.9066,1.8132,229.0
885.0,0.9047,1.8094,229.0
886.0,0.671,1.3421,232.0
887.0,0.5613,1.1226,232.0
888.0,0.6957,1.3915,227.5
889.0,0.7673,1.5347,232.0
890.0,0.5116,1.0232,231.0
891.0,0.7465,1.493,229.0
892.0,0.6971,1.3942,229.0
893.0,0.5881,1.1763,232.5
894.0,0.8398,1.6796,228.5
895.0,0.7604,1.5208,228.0
896.0,0.823,1.646,229.0
897.0,0.7657,1.5314,230.0
898.0,0.8093,1.6186,230.5
899.0,0.8485,1.697,228.0
900.0,0.5274,1.0547,228.5
901.0,0.7187,1.4374,228.5
902.0,0.6145,1.2291,228.5
903.0,0.5681,1.1362,232.0
904.0,0.7622,1.5243,231.5
905.0,0.8207,1.6413,229.5
906.0,0.7389,1.4779,230.0
907.0,0.7601,1.5202,228.5
908.0,0.9455,1.8909,228.5
909.0,0.9269,1.8538,232.5
910.0,0.5605,1.121,229.5
911.0,0.8914,1.7828,229.5
912.0,0.8751,1.7502,229.5
913.0,0.6556,1.3112,228.0
914.0,0.8886,1.7772,228.5
915.0,0.8993,1.7986,232.0
916.0,0.7043,1.4086,232.0
917.0,0.7566,1.5132,232.5
918.0,0.9372,1.8744,230.5
919.0,0.6616,1.3232,231.0
920.0,0.8114,1.6228,231.0
921.0,0.8901,1.7803,231.0
922.0,0.8913,1.7826,231.0
923.0,0.9343,1.8686,231.0
924.0,0.5198,1.0396,229.0
925.0,0.5778,1.1556,230.5
926.0,0.5332,1.0664,230.5
927.0,0.7746,1.5493,228.0
928.0,0.9788,1.9576,228.0
929.0,0.8776,1.7553,228.0
930.0,0.9197,1.8395,231.0
931.0,0.773,1.5461,231.0
932.0,0.4329,0.8657,232.0
933.0,0.5395,1.0789,230.5
934.0,0.7411,1.4822,232.5
935.0,0.7187,1.4374,228.5
936.0,0.6746,1.3492,228.5
937.0,0.8656,1.7312,228.5
938.0,0.6319,1.2638,232.0
939.0,0.8387,1.6774,228.0
940.0,0.9074,1.8149,228.0
941.0,0.8393,1.6785,230.5
942.0,0.7704,1.5407,227.5
943.0,0.8119,1.6238,227.5
944.0,0.9488,1.8976,227.5
945.0,0.8875,1.775,231.0
946.0,0.7122,1.4245,230.0
947.0,0.5613,1.1226,230.0
948.0,0.7085,1.4169,229.0
949.0,0.7436,1.4872,229.5
950.0,0.5543,1.1086,232.0
951.0,0.72,1.44,232.5
952.0,0.7336,1.4672,229.5
953.0,0.724,1.448,229.5
954.0,0.6726,1.3453,228.5
955.0,0.8828,1.7656,228.5
956.0,0.6116,1.2231,230.0
957.0,0.7911,1.5822,231.5
958.0,0.6694,1.3388,230.5
959.0,0.9311,1.8623,229.5
960.0,0.8906,1.7812,229.5
961.0,0.9119,1.8239,231.5
962.0,0.8362,1.6725,229.5
963.0,0.7491,1.4981,229.5
964.0,0.863,1.7259,229.5
965.0,0.9611,1.9223,231.5
966.0,0.8481,1.6962,231.5
967.0,0.7698,1.5396,232.5
968.0,0.8995,1.7989,229.0
969.0,0.6687,1.3374,231.0
970.0,0.8845,1.769,230.5
971.0,0.779,1.558,230.0
972.0,0.711,1.422,229.0
973.0,0.778,1.5561,229.0
974.0,0.7655,1.5311,228.5
975.0,0.6579,1.3157,227.5
976.0,0.8628,1.7256,229.5
977.0,0.7409,1.4819,229.5
978.0,0.6332,1.2663,232.0
979.0,0.7078,1.4155,230.5
980.0,0.8395,1.679,230.5
981.0,0.6874,1.3748,232.5
982.0,0.7823,1.5645,229.0
983.0,0.6084,1.2168,231.5
984.0,0.7963,1.5926,228.5
985.0,0.6224,1.2447,232.5
986.0,0.8926,1.7851,232.5
987.0,0.5692,1.1384,232.5
988.0,0.831,1.662,230.5
989.0,0.9784,1.9567,230.5
990.0,0.8143,1.6287,230.5
991.0,0.8018,1.6036,231.0
992.0,0.5515,1.1031,228.5
993.0,0.6138,1.2277,231.5
994.0,0.6066,1.2131,230.5
995.0,0.7807,1.5613,232.5
996.0,0.7521,1.5043,227.5
997.0,0.7753,1.5507,227.5
998.0,0.6553,1.3105,230.5
999.0,0.723,1.446,227.5
1000.0,0.7847,1.5693,230.0
1001.0,0.8027,1.6053,232.0
1002.0,0.8904,1.7808,231.5
1003.0,0.7424,1.4847,232.5
1004.0,0.4199,0.8399,231.0
1005.0,0.7037,1.4074,232.0
1006.0,0.649,1.2981,229.5
1007.0,0.6544,1.3088,232.5
1008.0,0.7625,1.525,229.5
1009.0,0.5856,1.1711,232.0
1010.0,0.6223,1.2447,232.5
1011.0,0.553,1.1061,229.5
1012.0,0.7705,1.541,232.0
1013.0,0.6983,1.3967,232.0
1014.0,0.6002,1.2004,232.0
1015.0,0.6883,1.3766,231.0
1016.0,0.5685,1.1369,231.5
1017.0,0.6636,1.3273,228.5
1018.0,0.6044,1.2088,228.5
1019.0,0.7569,1.5138,230.5
1020.0,0.9372,1.8744,230.5
1021.0,0.9213,1.8426,232.0
1022.0,0.647,1.2939,227.5
1023.0,0.9293,1.8585,229.5
1024.0,0.7908,1.5817,227.5
1025.0,0.3765,0.753,227.5
1026.0,0.6351,1.2702,230.5
1027.0,0.902,1.804,230.0
1028.0,0.6067,1.2134,231.5
1029.0,0.4629,0.9258,228.0
1030.0,0.5983,1.1966,230.5
1031.0,0.9055,1.8111,230.0
1032.0,0.7477,1.4954,228.0
1033.0,0.8487,1.6974,230.5
1034.0,0.8046,1.6093,231.0
1035.0,0.7992,1.5984,230.5
1036.0,0.5695,1.1389,229.5
1037.0,0.7413,1.4827,228.5
1038.0,0.529,1.058,229.5
1039.0,0.814,1.6281,229.5
1040.0,0.5452,1.0903,230.5
1041.0,0.9601,1.9202,231.0
1042.0,0.653,1.306,231.0
1043.0,0.6117,1.2233,229.0
1044.0,0.6646,1.3292,232.0
1045.0,0.634,1.2679,227.5
1046.0,0.8787,1.7574,228.0
1047.0,0.7627,1.5254,232.5
1048.0,0.7306,1.4613,228.5
1049.0,0.8539,1.7078,229.0
1050.0,0.811,1.622,228.5
1051.0,0.674,1.3481,229.0
1052.0,0.7904,1.5809,228.0
1053.0,0.9053,1.8105,230.5
1054.0,0.7114,1.4229,230.5
1055.0,0.4739,0.9479,232.5
1056.0,0.4291,0.8581,230.5
1057.0,0.6997,1.3993,231.0
1058.0,0.4686,0.9372,231.0
1059.0,0.8545,1.7089,228.0
1060.0,0.8001,1.6001,230.0
1061.0,0.8473,1.6947,230.0
1062.0,0.6201,1.2401,231.0
1063.0,0.4606,0.9212,229.5
1064.0,0.6343,1.2686,232.0
1065.0,0.5983,1.1966,229.0
1066.0,0.7205,1.441,230.0
1067.0,0.7409,1.4818,230.0
1068.0,0.4024,0.8048,232.5
1069.0,0.8606,1.7212,231.0
1070.0,0.7177,1.4354,232.0
1071.0,0.843,1.6859,232.0
1072.0,0.7967,1.5934,231.5
1073.0,0.8122,1.6244,228.0
1074.0,0.6666,1.3331,228.0
1075.0,0.4826,0.9652,229.5
1076.0,0.6142,1.2283,228.5
1077.0,0.8248,1.6495,231.5
1078.0,0.6711,1.3421,231.5
1079.0,0.6815,1.3631,231.5
1080.0,0.6777,1.3554,231.5
1081.0,0.8652,1.7303,229.5
1082.0,0.5386,1.0773,228.0
1083.0,0.6499,1.2998,228.5
1084.0,0.794,1.588,228.5
1085.0,0.7712,1.5423,230.0
1086.0,0.5836,1.1672,230.5
1087.0,0.6984,1.3968,230.5
1088.0,0.7383,1.4767,229.5
1089.0,0.8166,1.6332,228.0
1090.0,0.9348,1.8696,230.0
1091.0,0.8783,1.7567,232.0
1092.0,0.7961,1.5922,230.0
1093.0,0.6811,1.3622,230.0
1094.0,0.9054,1.8107,230.0
1095.0,0.7872,1.5743,230.0
1096.0,0.6653,1.3307,230.5
1097.0,0.8602,1.7203,231.5
1098.0,0.7337,1.4674,227.5
1099.0,0.8611,1.7221,231.0
1100.0,0.8819,1.7638,228.5
1101.0,0.8778,1.7556,228.5
1102.0,0.7557,1.5114,228.5
1103.0,0.8044,1.6089,231.5
1104.0,0.9018,1.8035,230.0
1105.0,0.6897,1.3794,231.5
1106.0,0.8683,1.7366,229.5
1107.0,0.7879,1.5758,231.0
1108.0,0.8557,1.7114,232.5
1109.0,0.7885,1.5771,232.5
1110.0,0.8857,1.7714,228.5
1111.0,0.9223,1.8446,228.5
1112.0,0.8607,1.7214,227.5
1113.0,0.7388,1.4776,232.0
1114.0,0.7527,1.5054,231.5
1115.0,0.7763,1.5526,232.5
1116.0,0.8186,1.6372,232.5
1117.0,0.8225,1.645,232.5
1118.0,0.949,1.898,232.5
1119.0,0.754,1.5081,232.5
1120.0,0.8025,1.605,229.0
1121.0,0.7516,1.5032,231.5
1122.0,0.7173,1.4346,232.0
1123.0,0.6255,1.2509,232.0
1124.0,0.9361,1.8722,231.5
1125.0,0.9098,1.8196,232.0
1126.0,0.9217,1.8435,232.0
1127.0,0.8978,1.7956,232.0
1128.0,0.5304,1.0608,229.5
1129.0,0.8461,1.6922,228.0
1130.0,0.8498,1.6995,229.5
1131.0,0.6241,1.2482,232.5
1132.0,0.7767,1.5534,230.0
1133.0,0.845,1.69,230.0
1134.0,0.6484,1.2968,228.0
1135.0,0.843,1.686,228.5
1136.0,0.6132,1.2264,230.0
1137.0,0.6471,1.2943,228.0
1138.0,0.8283,1.6567,228.0
1139.0,0.8114,1.6229,228.5
1140.0,0.5604,1.1209,231.0
1141.0,0.6256,1.2512,231.0
1142.0,0.8411,1.6821,228.0
1143.0,0.7753,1.5505,231.0
1144.0,0.8454,1.6909,231.0
1145.0,0.8173,1.6345,230.5
1146.0,0.7594,1.5188,232.0
1147.0,0.7542,1.5085,232.5
1148.0,0.5609,1.1218,231.0
1149.0,0.741,1.4819,228.0
1150.0,0.6655,1.331,230.5
1151.0,0.2839,0.5678,231.0
1152.0,0.756,1.5121,229.5
1153.0,0.7933,1.5867,230.0
1154.0,0.7662,1.5324,231.5
1155.0,0.9004,1.8008,231.5
1156.0,0.857,1.7141,230.5
1157.0,0.8283,1.6566,230.5
1158.0,0.925,1.8501,230.0
1159.0,0.7408,1.4817,229.0
1160.0,0.5346,1.0692,227.5
1161.0,0.8144,1.6289,227.5
1162.0,0.3364,0.6728,230.5
1163.0,0.7435,1.4871,227.5
1164.0,0.779,1.5579,232.0
1165.0,0.8687,1.7375,232.0
1166.0,0.9802,1.9605,232.0
1167.0,0.6301,1.2602,229.0
1168.0,0.7074,1.4149,231.0
1169.0,0.8931,1.7861,229.5
1170.0,0.7699,1.5397,230.5
1171.0,0.5465,1.093,232.0
1172.0,0.4326,0.8652,228.5
1173.0,0.4792,0.9584,231.5
1174.0,0.5844,1.1688,230.5
1175.0,0.5756,1.1513,232.5
1176.0,0.7573,1.5145,230.5
1177.0,0.8321,1.6641,230.0
1178.0,0.952,1.904,231.0
1179.0,0.8181,1.6363,231.0
1180.0,0.8215,1.6431,231.5
1181.0,0.5228,1.0457,232.5
1182.0,0.7442,1.4884,232.0
1183.0,0.6163,1.2325,229.0
1184.0,0.6155,1.231,229.0
1185.0,0.7969,1.5937,229.0
1186.0,0.9478,1.8956,228.5
1187.0,0.8071,1.6141,230.5
1188.0,0.9126,1.8253,230.0
1189.0,0.8726,1.7452,232.5
1190.0,0.6557,1.3113,232.5
1191.0,0.6034,1.2068,232.0
1192.0,0.7826,1.5652,230.0
1193.0,0.69,1.38,230.0
1194.0,0.8474,1.6948,231.5
1195.0,0.8742,1.7485,230.0
1196.0,0.8664,1.7329,228.0
1197.0,0.8377,1.6754,229.5
1198.0,0.575,1.15,228.5
1199.0,0.9134,1.8268,231.5
1200.0,0.5608,1.1217,228.0
1201.0,0.5335,1.067,232.5
1202.0,0.7382,1.4765,232.0
1203.0,0.8256,1.6513,232.0
1204.0,0.7407,1.4814,231.5
1205.0,0.7713,1.5427,230.0
1206.0,0.8716,1.7432,228.0
1207.0,0.7536,1.5073,228.0
1208.0,0.9752,1.9504,231.5
1209.0,0.8858,1.7717,229.0
1210.0,0.8474,1.6949,227.5
1211.0,0.9203,1.8407,231.0
1212.0,0.8049,1.6098,230.0
1213.0,0.6818,1.3635,227.5
1214.0,0.7365,1.4731,229.0
1215.0,0.6753,1.3507,230.0
1216.0,0.7418,1.4836,228.0
1217.0,0.5623,1.1246,229.0
1218.0,0.6739,1.3477,228.5
1219.0,0.7589,1.5179,229.0
1220.0,0.5809,1.1619,229.5
1221.0,0.6723,1.3446,229.5
1222.0,0.6497,1.2994,229.5
1223.0,0.5444,1.0888,228.0
1224.0,0.9144,1.8288,227.5
1225.0,0.9515,1.9031,227.5
1226.0,0.795,1.5899,228.0
1227.0,0.8944,1.7888,231.0
1228.0,0.8573,1.7147,228.0
1229.0,0.6448,1.2897,229.0
1230.0,0.7804,1.5608,227.5
1231.0,0.9874,1.9748,232.5
1232.0,0.9792,1.9584,232.5
1233.0,0.4811,0.9621,228.5
1234.0,0.7283,1.4565,230.5
1235.0,0.83,1.66,228.5
1236.0,0.6612,1.3224,231.0
1237.0,0.9365,1.8729,232.0
1238.0,0.8481,1.6962,231.0
1239.0,0.7289,1.4578,228.0
1240.0,0.8365,1.673,228.5
1241.0,0.8979,1.7958,230.0
1242.0,0.766,1.5319,228.5
1243.0,0.8799,1.7598,229.0
1244.0,0.759,1.5181,228.0
1245.0,0.8101,1.6201,228.5
1246.0,0.6316,1.2633,232.0
1247.0,0.8377,1.6754,232.0
1248.0,0.7224,1.4449,232.0
1249.0,0.5933,1.1866,228.0
1250.0,0.651,1.3019,231.0
1251.0,0.5718,1.1435,228.0
1252.0,0.5036,1.0072,230.5
1253.0,0.5219,1.0439,230.0
1254.0,0.8578,1.7157,232.5
1255.0,0.7601,1.5202,228.0
1256.0,0.8274,1.6549,230.0
1257.0,0.6379,1.2758,228.5
1258.0,0.5977,1.1953,232.5
1259.0,0.7964,1.5928,228.5
1260.0,0.7284,1.4568,230.5
1261.0,0.9058,1.8116,228.0
1262.0,0.619,1.238,229.0
1263.0,0.6866,1.3732,232.5
1264.0,0.6648,1.3296,231.0
1265.0,0.5512,1.1023,228.0
1266.0,0.8802,1.7604,232.5
1267.0,0.6959,1.3918,232.5
1268.0,0.5234,1.0469,232.5
1269.0,0.6858,1.3715,228.0
1270.0,0.6075,1.2149,228.0
1271.0,0.8167,1.6333,229.0
1272.0,0.8488,1.6976,232.5
1273.0,0.6132,1.2265,232.0
1274.0,0.818,1.636,230.5
1275.0,0.9429,1.8858,229.5
1276.0,0.9309,1.8617,229.5
1277.0,0.835,1.67,227.5
1278.0,0.8271,1.6543,227.5
1279.0,0.8909,1.7818,228.0
1280.0,0.5683,1.1367,231.0
1281.0,0.7175,1.4351,229.0
1282.0,0.5502,1.1003,230.0
1283.0,0.7236,1.4472,227.5
1284.0,0.8511,1.7021,227.5
1285.0,0.8022,1.6045,229.5
1286.0,0.604,1.208,229.5
1287.0,0.5775,1.1551,231.5
1288.0,0.8003,1.6005,232.5
1289.0,0.8952,1.7903,230.0
1290.0,0.9015,1.8029,227.5
1291.0,0.8332,1.6664,232.0
1292.0,0.8837,1.7673,232.0
1293.0,0.9468,1.8937,232.0
1294.0,0.826,1.6519,230.5
1295.0,0.7885,1.5771,231.0
1296.0,0.8995,1.799,231.0
1297.0,0.6991,1.3983,232.5
1298.0,0.5405,1.081,232.5
1299.0,0.5901,1.1802,232.0
1300.0,0.825,1.6501,232.0
1301.0,0.8793,1.7585,232.0
1302.0,0.7306,1.4613,229.0
1303.0,0.6229,1.2458,228.5
1304.0,0.8464,1.6928,232.5
1305.0,0.5207,1.0414,231.0
1306.0,0.3703,0.7405,230.0
1307.0,0.5764,1.1528,228.5
1308.0,0.5711,1.1422,228.5
1309.0,0.9444,1.8889,227.5
1310.0,0.9006,1.8012,228.0
1311.0,0.8561,1.7122,232.0
1312.0,0.8104,1.6208,230.5
1313.0,0.8625,1.725,229.0
1314.0,0.7491,1.4981,229.0
1315.0,0.5798,1.1595,228.5
1316.0,0.8123,1.6245,230.0
1317.0,0.8425,1.685,230.0
1318.0,0.7058,1.4116,232.0
1319.0,0.8626,1.7253,228.5
1320.0,0.5864,1.1727,228.5
1321.0,0.7456,1.4912,230.5
1322.0,0.8851,1.7701,231.5
1323.0,0.6499,1.2998,232.5
1324.0,0.8785,1.7569,231.0
1325.0,0.8008,1.6016,229.5
1326.0,0.762,1.5239,231.0
1327.0,0.4044,0.8089,228.0
1328.0,0.6145,1.2289,228.0
1329.0,0.8632,1.7264,231.0
1330.0,0.6643,1.3285,231.0
1331.0,0.6946,1.3893,229.0
1332.0,0.7162,1.4324,229.5
1333.0,0.6979,1.3957,232.0
1334.0,0.7931,1.5863,232.0
1335.0,0.7992,1.5983,232.0
1336.0,0.6525,1.305,232.5
1337.0,0.7192,1.4384,232.0
1338.0,0.8958,1.7917,232.0
1339.0,0.903,1.806,229.5
1340.0,0.7826,1.5653,230.0
1341.0,0.9261,1.8522,227.5
1342.0,0.9651,1.9302,227.5
1343.0,0.765,1.53,231.0
1344.0,0.9306,1.8613,228.5
1345.0,0.8784,1.7567,229.5
1346.0,0.7062,1.4123,228.0
1347.0,0.8144,1.6288,229.5
1348.0,0.6479,1.2957,229.0
1349.0,0.7892,1.5783,228.5
1350.0,0.8841,1.7682,228.5
1351.0,0.6775,1.3551,229.0
1352.0,0.902,1.804,231.0
1353.0,0.6713,1.3426,228.5
1354.0,0.8126,1.6252,232.5
1355.0,0.7673,1.5346,232.5
1356.0,0.5688,1.1376,232.0
1357.0,0.7226,1.4451,231.0
1358.0,0.9353,1.8705,228.5
1359.0,0.7439,1.4879,228.5
1360.0,0.7252,1.4504,228.0
1361.0,0.482,0.964,229.5
1362.0,0.7519,1.5037,230.5
1363.0,0.6228,1.2455,230.0
1364.0,0.6925,1.3849,231.5
1365.0,0.6272,1.2545,232.5
1366.0,0.8677,1.7354,232.5
1367.0,0.9225,1.8449,231.5
1368.0,0.8713,1.7427,228.5
1369.0,0.723,1.446,230.5
1370.0,0.8119,1.6237,232.0
1371.0,0.7132,1.4265,230.5
1372.0,0.7746,1.5492,227.5
1373.0,0.8289,1.6578,232.5
1374.0,0.8829,1.7659,230.5
1375.0,0.8029,1.6058,227.5
1376.0,0.8209,1.6418,231.0
1377.0,0.7868,1.5736,231.0
1378.0,0.8743,1.7486,231.0
1379.0,0.6158,1.2317,231.0
1380.0,0.8546,1.7093,232.5
1381.0,0.8822,1.7644,232.0
1382.0,0.81,1.62,229.0
1383.0,0.7805,1.561,227.5
1384.0,0.6151,1.2301,228.5
1385.0,0.7816,1.5631,228.0
1386.0,0.5642,1.1284,229.0
1387.0,0.9359,1.8718,230.0
1388.0,0.8876,1.7751,232.5
1389.0,0.7686,1.5372,232.5
1390.0,0.5744,1.1488,227.5
1391.0,0.4558,0.9115,229.5
1392.0,0.3423,0.6846,232.5
1393.0,0.7817,1.5634,230.5
1394.0,0.8048,1.6096,232.0
1395.0,0.6916,1.3831,231.5
1396.0,0.9411,1.8822,232.5
1397.0,0.8222,1.6445,230.5
1398.0,0.8696,1.7392,231.0
1399.0,0.8918,1.7836,227.5
1400.0,0.6665,1.333,227.5
1401.0,0.7781,1.5562,227.5
1402.0,0.788,1.576,227.5
1403.0,0.7894,1.5788,228.0
1404.0,0.6792,1.3583,229.5
1405.0,0.5098,1.0195,228.5
1406.0,0.3827,0.7654,229.5
1407.0,0.8769,1.7538,230.0
1408.0,0.6809,1.3618,232.5
1409.0,0.8954,1.7908,229.0
1410.0,0.7602,1.5203,230.0
1411.0,0.9216,1.8432,227.5
1412.0,0.6552,1.3105,231.0
1413.0,0.6509,1.3018,229.5
1414.0,0.7632,1.5265,229.5
1415.0,0.9146,1.8291,228.0
1416.0,0.9734,1.9468,228.0
1417.0,0.8326,1.6652,228.0
1418.0,0.8528,1.7057,227.5
1419.0,0.6822,1.3644,229.5
1420.0,0.9294,1.8588,232.5
1421.0,0.7676,1.5352,228.0
1422.0,0.7959,1.5919,229.0
1423.0,0.8584,1.7167,232.5
1424.0,0.9709,1.9417,231.5
1425.0,0.9016,1.8032,231.5
1426.0,0.8861,1.7721,231.0
1427.0,0.6526,1.3053,231.5
1428.0,0.8757,1.7514,231.5
1429.0,0.9721,1.9443,227.5
1430.0,0.4982,0.9964,231.5
1431.0,0.8525,1.7049,229.5
1432.0,0.9579,1.9159,228.0
1433.0,0.5449,1.0898,232.0
1434.0,0.752,1.504,230.0
1435.0,0.7481,1.4961,230.0
1436.0,0.7433,1.4865,232.0
1437.0,0.8043,1.6085,229.0
1438.0,0.7891,1.5783,228.0
1439.0,0.4838,0.9676,228.5
1440.0,0.6559,1.3119,230.0
1441.0,0.79,1.58,230.0
1442.0,0.7014,1.4028,230.5
1443.0,0.9277,1.8555,231.0
1444.0,0.5301,1.0602,227.5
1445.0,0.762,1.524,230.0
1446.0,0.6886,1.3771,231.0
1447.0,0.6937,1.3874,232.0
1448.0,0.5845,1.1691,228.0
1449.0,0.6712,1.3424,228.0
1450.0,0.8833,1.7665,232.0
1451.0,0.8638,1.7276,232.0
1452.0,0.872,1.744,228.0
1453.0,0.8981,1.7963,228.0
1454.0,0.7787,1.5573,231.0
1455.0,0.6405,1.2811,232.0
1456.0,0.6222,1.2443,231.5
1457.0,0.692,1.3841,228.0
1458.0,0.9208,1.8416,228.0
1459.0,0.7782,1.5565,232.5
1460.0,0.7886,1.5772,232.5
1461.0,0.8586,1.7172,231.5
1462.0,0.5597,1.1194,229.5
1463.0,0.8697,1.7395,228.0
1464.0,0.6739,1.3478,229.0
1465.0,0.9365,1.8729,229.0
1466.0,0.6912,1.3824,230.0
1467.0,0.6782,1.3564,230.0
1468.0,0.732,1.4641,232.0
1469.0,0.4819,0.9638,232.0
1470.0,0.9031,1.8061,232.0
1471.0,0.7933,1.5866,231.0
1472.0,0.7742,1.5484,231.0
1473.0,0.6034,1.2069,231.0
1474.0,0.5524,1.1048,228.5
1475.0,0.9373,1.8746,228.5
1476.0,0.7123,1.4245,232.5
1477.0,0.7666,1.5332,227.5
1478.0,0.6467,1.2934,230.0
1479.0,0.8743,1.7485,232.5
1480.0,0.9743,1.9487,229.5
1481.0,0.9159,1.8317,231.5
1482.0,0.8447,1.6894,231.5
1483.0,0.8246,1.6492,232.5
1484.0,0.7793,1.5587,230.5
1485.0,0.8652,1.7303,229.5
1486.0,0.773,1.546,228.5
1487.0,0.8314,1.6628,231.5
1488.0,0.858,1.716,232.0
1489.0,0.8916,1.7831,231.5
1490.0,0.8055,1.611,228.5
1491.0,0.8042,1.6084,228.5
1492.0,0.7849,1.5699,229.5
1493.0,0.5096,1.0192,229.0
1494.0,0.7771,1.5542,231.0
1495.0,0.8093,1.6186,229.5
1496.0,0.7591,1.5182,228.0
1497.0,0.8488,1.6976,228.5
1498.0,0.8179,1.6358,230.5
1499.0,0.7103,1.4207,228.5
1500.0,0.6314,1.2627,230.0
1501.0,0.7036,1.4072,230.5
1502.0,0.5517,1.1033,231.5
1503.0,0.6709,1.3417,232.0
1504.0,0.667,1.334,232.0
1505.0,0.8243,1.6486,232.0
1506.0,0.9366,1.8733,229.0
1507.0,0.7717,1.5433,229.0
1508.0,0.7799,1.5597,230.5
1509.0,0.7121,1.4242,227.5
1510.0,0.5079,1.0157,229.5
1511.0,0.645,1.29,229.0
1512.0,0.7391,1.4782,229.0
1513.0,0.6386,1.2772,231.5
1514.0,0.6826,1.3651,230.5
1515.0,0.7844,1.5688,231.0
1516.0,0.8094,1.6188,231.0
1517.0,0.8069,1.6139,230.0
1518.0,0.857,1.7141,230.0
1519.0,0.7118,1.4235,228.0
1520.0,0.5486,1.0972,230.0
1521.0,0.6189,1.2378,232.0
1522.0,0.7509,1.5018,231.0
1523.0,0.7049,1.4097,232.5
1524.0,0.7522,1.5045,228.5
1525.0,0.756,1.512,230.0
1526.0,0.2302,0.4605,228.5
1527.0,0.9127,1.8253,228.5
1528.0,0.9139,1.8278,228.5
1529.0,0.7592,1.5185,231.5
1530.0,0.7647,1.5294,228.5
1531.0,0.6366,1.2732,229.5
1532.0,0.5058,1.0116,229.5
1533.0,0.8353,1.6705,229.0
1534.0,0.4602,0.9204,232.5
1535.0,0.8901,1.7803,231.5
